open,high,low,close,volume,time,oi,time_str
2942.05,2944.1,2938.05,2938.05,13961,2024-08-07 09:15:00,0,2024-08-07T09:15:00+05:30
2939.7,2939.7,2934.2,2934.2,9593,2024-08-07 09:15:05,0,2024-08-07T09:15:05+05:30
2935.7,2936.05,2932.55,2935.25,4874,2024-08-07 09:15:10,0,2024-08-07T09:15:10+05:30
2933.95,2935.1,2933.75,2934.9,6924,2024-08-07 09:15:15,0,2024-08-07T09:15:15+05:30
2934.05,2934.95,2933.1,2933.1,3199,2024-08-07 09:15:20,0,2024-08-07T09:15:20+05:30
2933.1,2934.3,2931.55,2933.65,2000,2024-08-07 09:15:25,0,2024-08-07T09:15:25+05:30
2931.85,2932.95,2931.65,2931.65,2379,2024-08-07 09:15:30,0,2024-08-07T09:15:30+05:30
2932.85,2932.85,2930.6,2932.35,3297,2024-08-07 09:15:35,0,2024-08-07T09:15:35+05:30
2932.0,2932.0,2930.55,2931.65,4123,2024-08-07 09:15:40,0,2024-08-07T09:15:40+05:30
2930.05,2931.5,2930.05,2931.05,1924,2024-08-07 09:15:45,0,2024-08-07T09:15:45+05:30
2930.95,2930.95,2928.1,2929.5,2834,2024-08-07 09:15:50,0,2024-08-07T09:15:50+05:30
2928.0,2929.2,2928.0,2928.15,5498,2024-08-07 09:15:55,0,2024-08-07T09:15:55+05:30
2927.1,2929.0,2927.1,2928.0,3554,2024-08-07 09:16:00,0,2024-08-07T09:16:00+05:30
2927.6,2927.6,2926.65,2927.3,7590,2024-08-07 09:16:05,0,2024-08-07T09:16:05+05:30
2927.6,2928.45,2927.0,2928.0,2890,2024-08-07 09:16:10,0,2024-08-07T09:16:10+05:30
2929.55,2929.55,2928.35,2929.45,2193,2024-08-07 09:16:15,0,2024-08-07T09:16:15+05:30
2930.0,2932.85,2930.0,2931.05,2296,2024-08-07 09:16:20,0,2024-08-07T09:16:20+05:30
2932.0,2932.0,2930.7,2930.75,991,2024-08-07 09:16:25,0,2024-08-07T09:16:25+05:30
2930.8,2931.0,2930.75,2931.0,2609,2024-08-07 09:16:30,0,2024-08-07T09:16:30+05:30
2931.5,2932.1,2931.5,2931.65,1644,2024-08-07 09:16:35,0,2024-08-07T09:16:35+05:30
2931.7,2932.5,2931.7,2932.5,3970,2024-08-07 09:16:40,0,2024-08-07T09:16:40+05:30
